Compound,#,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc.,%Rec,Detection Flags,ExperimentDate,Analysis Date
Colistin,37,WaterBlank7,Blank,,2.79,3.31,,2.734,,,,bb,40419,41519
Colistin,38,AcnBlank8,Blank,,3.3,1.043,0.126,2.703,8.278,417.4787,,bb,40419,41519
Colistin,39,WaterBlank9,Blank,,3.04,1.276,12.487,1.793,0.102,47.7088,,bb,40419,41519
Colistin,40,WaterBlank,Blank,,,,9.065,,,,,,40419,41519
Colistin,41,ASM_solventC_0,Analyte,,2.63,9.856,15512.719,2.75,0.001,5.1575,,bb,40419,41519
Colistin,42,ASM_solventC_14,Analyte,,2.67,11.254,16864.357,4.204,0.001,5.2475,,bb,40419,41519
Colistin,43,ASM_solventC_41,Analyte,,2.98,2.254,18541.75,2.62,0,3.1392,,bb,40419,41519
Colistin,44,ASM_solventC_123,Analyte,,3.14,1.158,16954.133,2.359,0,2.7582,,bb,40419,41519
Colistin,45,ASM_solventC_370,Analyte,,3.52,4.555,17573.475,2.34,0,3.8551,,bb,40419,41519
Colistin,46,ASM_solventC_1100,Analyte,,2.97,4.207,16893.145,2.244,0,3.8098,,bb,40419,41519
Colistin,47,ASM_solventC_3300,Analyte,,3.47,5.385,17071.42,2.542,0,4.0915,,bb,40419,41519
Colistin,48,ASM_solventC_10000,Analyte,,2.34,2.621,17235.477,2.857,0,3.3221,,bb,40419,41519
Colistin,49,WaterBlank7,Blank,,3.65,4.243,4.791,1.974,0.886,137.5545,,bb,40419,41519
Colistin,50,AcnBlank8,Blank,,3.69,0.544,0.277,2.038,1.964,204.11,,bb,40419,41519
Colistin,51,WaterBlank9,Blank,,3.36,0.828,1.329,1.567,0.623,115.613,,bb,40419,41519
Colistin,52,WaterBlank,Blank,,3.3,2.319,0.159,1.483,14.585,553.6654,,bb,40419,41519
Colistin,53,Minus80aliquot,Blank,,,,,,,,,MM-,40419,41519
Colistin,54,WaterBlank7,Blank,,3.16,0.597,2.185,1.698,0.273,77.0655,,bb,40419,41519
Colistin,55,AcnBlank8,Blank,,2.92,4.679,1.398,2.361,3.347,266.0027,,bb,40419,41519
Colistin,56,WaterBlank9,Blank,,3.22,3.685,1.011,2.962,3.645,277.5267,,bb,40419,41519
Colistin,57,WaterBlank,Blank,,2.95,11.345,0.962,2.391,11.793,498.0134,,bb,40419,41519
Colistin,58,Postspike_1100,Analyte,,2.38,1.136,8615.146,1.851,0,3.2031,,bb,40419,41519
Colistin,59,WaterBlank7,Blank,,3.93,4.659,7.227,3.119,0.645,117.5782,,bb,40419,41519
Colistin,60,AcnBlank8,Blank,,2.81,7.957,5.608,3.216,1.419,173.7137,,bb,40419,41519
Colistin,61,WaterBlank9,Blank,,3.04,2.169,0.383,2.361,5.663,345.5662,,bb,40419,41519
Colistin,62,WaterBlank,Blank,,2.67,7.68,1.898,3.171,4.046,292.3315,,bb,40419,41519
Colistin,63,DTTblank,Analyte,,4.06,4.835,38105.914,3.195,0,3.1725,,bb,40419,41519
Colistin,64,Blankspike_1100,Analyte,,3.79,8.614,45831.402,2.968,0,3.5163,,bb,40419,41519
Colistin,65,WaterBlank7,Blank,,3.32,5.585,39.423,5.333,0.142,55.9099,,bb,40419,41519
Colistin,66,AcnBlank8,Blank,,2.61,8.051,7.497,3.53,1.074,151.3214,,bb,40419,41519
Colistin,67,WaterBlank9,Blank,,2.32,1.166,6.091,1.245,0.191,64.7494,,bb,40419,41519
Colistin,68,Phase1_12292,Analyte,,,,18590.771,,,,,,40419,41519
Colistin,69,Phase1_12293,Analyte,,,,14548.824,,,,,,40419,41519
Colistin,70,WAterbalnk10,Blank,,3.12,1.013,23.207,1.994,0.044,31.6986,,bb,40419,41519
Colistin,71,AcnBlank,Blank,,3.5,3.323,13.519,8.178,0.246,73.1724,,bb,40419,41519
Colistin,72,WaterBlank,Blank,,2.93,0.654,37.491,2.015,0.017,20.5888,,bb,40419,41519
Colistin,73,WaterBlank,Blank,,2.65,3.742,,3.049,,,,bb,40419,41519
Colistin,74,Phase1_12296,Analyte,,3.32,4.673,9605.603,7.584,0,4.7057,,bb,40419,41519
Colistin,75,WAterbalnk10,Blank,,3.08,2.63,6.436,2.073,0.409,93.9151,,bb,40419,41519
Colistin,76,Phase1_12294,Analyte,,3.44,6.142,13733.251,16.391,0,4.5756,,MM,40419,41519
Colistin,77,WAterbalnk10,Blank,,3.75,7.259,52.23,4.748,0.139,55.3913,,bb,40419,41519
Colistin,78,Phsae1_12295,Analyte,,3.32,6.289,12905.438,6.372,0,4.7084,,bb,40419,41519
Colistin,79,WAterbalnk10,Blank,,3.4,8.68,38778.738,17.341,0,3.6934,,bb,40419,41519
Colistin,80,AcnBlank,Blank,,3.42,4.296,39.72,4.14,0.108,49.0399,,bb,40419,41519
Colistin,81,WaterBlank,Blank,,3.65,1.247,6.825,3.909,0.183,63.2919,,bb,40419,41519
Levofloxacin,1,WaterBlank1,Blank,,2.73,0.465,0.424,1.445,1.097,0.9385,,bb,40419,41519
Levofloxacin,2,AcnBlank2,Blank,,,,0.426,,,,,,40419,41519
Levofloxacin,3,WaterBlank3,Blank,,,,0.273,,,,,,40419,41519
Levofloxacin,4,WaterBlank4,Blank,,,,1.072,,,,,,40419,41519
Levofloxacin,5,Water_ABS_0,Standard,0,2.85,0.073,36063.656,0.309,0,0.0013,,bb,40419,41519
Levofloxacin,6,Water_ABS_140,Standard,0.014,2.73,556.233,38029.758,1454.847,0.015,0.0137,97.5,bb,40419,41519
Levofloxacin,7,Water_ABS_410,Standard,0.041,2.73,2216.889,41143.16,679.582,0.054,0.047,114.5,bb,40419,41519
Levofloxacin,8,Water_ABS_1230,Standard,0.123,2.73,6483.722,47118.281,1549.162,0.138,0.1181,96,bb,40419,41519
Levofloxacin,9,Water_ABS_3700,Standard,0.37,2.71,19638.529,50840.184,1447.018,0.386,0.3297,89.1,bb,40419,41519
Levofloxacin,10,Water_ABS_1000,Standard,1.1,2.71,53031.129,47564.477,1646.265,1.115,0.9542,86.7,bb,40419,41519
Levofloxacin,11,Water_ABS_3000,Standard,3.3,2.71,175297.156,43017.563,3517.918,4.075,3.5617,107.9,bb,40419,41519
Levofloxacin,12,Water_ABS_10000,Standard,10,2.69,382347.563,35598.586,3405.743,10.741,9.9232,99.2,bb,40419,41519
Levofloxacin,13,WaterBlank4,Blank,,2.71,312.3,50.591,9.82,6.173,5.4846,,bb,40419,41519
Levofloxacin,14,AcnBlank5,Blank,,,,13.697,,,,,,40419,41519
Levofloxacin,15,WaterBlank6,Blank,,2.71,130.379,25.788,42.362,5.056,4.4524,,bb,40419,41519
Levofloxacin,16,WaterBlank,Blank,,2.69,18.858,0.852,33.63,22.134,23.2327,,bb,40419,41519
Levofloxacin,17,ASM_solventA_0,Analyte,,2.8,2.899,12280.553,5.684,0,0.0015,,bb,40419,41519
Levofloxacin,18,ASM_solventA_14,Analyte,,2.74,34.764,10022.558,31.081,0.003,0.0042,,bb,40419,41519
Levofloxacin,19,ASM_solventA_41,Analyte,,2.75,90.197,11473.258,109.187,0.008,0.0079,,bb,40419,41519
Levofloxacin,20,ASM_solventA_123,Analyte,,2.77,367.116,10923.552,143.711,0.034,0.0298,,bb,40419,41519
Levofloxacin,21,ASM_solventA_370,Analyte,,2.8,1179.844,10384.931,857.852,0.114,0.0977,,bb,40419,41519
Levofloxacin,22,ASM_solventA_1100,Analyte,,2.79,3243.026,11308.111,970.232,0.287,0.2449,,bb,40419,41519
Levofloxacin,23,ASM_solventA_3300,Analyte,,2.79,8388.225,11601.275,1118.279,0.723,0.6175,,bb,40419,41519
Levofloxacin,24,ASM_solventA_10000,Analyte,,2.81,23923.533,10084.906,3025.196,2.372,2.0475,,bb,40419,41519
Levofloxacin,25,WaterBlank7,Blank,,2.85,29.685,33.356,13.472,0.89,0.7607,,bb,40419,41519
Levofloxacin,26,AcnBlank8,Blank,,2.89,0.726,0.09,1.116,8.067,7.2798,,bb,40419,41519
Levofloxacin,27,WaterBlank9,Blank,,2.81,6.38,1.562,8.891,4.085,3.5703,,bb,40419,41519
Levofloxacin,28,WaterBlank,Blank,,,,5.448,,,,,,40419,41519
Levofloxacin,29,ASM_solventB_0,Analyte,,2.73,3.49,28927.338,7.629,0,0.0014,,bb,40419,41519
Levofloxacin,30,ASM_solventB_14,Analyte,,2.83,79.179,27946.602,99.239,0.003,0.0037,,bb,40419,41519
Levofloxacin,31,ASM_solventB_41,Analyte,,2.83,383.386,28358.77,925.989,0.014,0.0127,,bb,40419,41519
Levofloxacin,32,ASM_solventB_123,Analyte,,2.85,925.741,27195.557,1564.744,0.034,0.0301,,bb,40419,41519
Levofloxacin,33,ASM_solventB_370,Analyte,,2.83,3246.138,26591.721,1440.991,0.122,0.1049,,bb,40419,41519
Levofloxacin,34,ASM_solventB_1100,Analyte,,2.85,8072.841,26654.365,1026.89,0.303,0.2586,,bb,40419,41519
Levofloxacin,35,ASM_solventB_3300,Analyte,,2.87,18506.963,24357.256,2124.621,0.76,0.649,,bb,40419,41519
Levofloxacin,36,ASM_solventB_10000,Analyte,,2.89,60636.738,24940.924,912.947,2.431,2.0993,,bb,40419,41519
Levofloxacin,37,WaterBlank7,Blank,,2.65,11.835,,4.673,,,,bb,40419,41519
Levofloxacin,38,AcnBlank8,Blank,,2.71,0.636,0.126,1.623,5.048,4.4449,,bb,40419,41519
Levofloxacin,39,WaterBlank9,Blank,,2.65,1.034,12.487,3.069,0.083,0.0715,,bb,40419,41519
Levofloxacin,40,WaterBlank,Blank,,2.95,0.791,9.065,1.747,0.087,0.0753,,bb,40419,41519
Levofloxacin,41,ASM_solventC_0,Analyte,,2.63,5.194,15512.719,3.709,0,0.0015,,bb,40419,41519
Levofloxacin,42,ASM_solventC_14,Analyte,,2.83,47.95,16864.357,30.329,0.003,0.0037,,bb,40419,41519
Levofloxacin,43,ASM_solventC_41,Analyte,,2.79,169.256,18541.75,84.869,0.009,0.009,,bb,40419,41519
Levofloxacin,44,ASM_solventC_123,Analyte,,2.81,764.928,16954.133,85.08,0.045,0.0395,,bb,40419,41519
Levofloxacin,45,ASM_solventC_370,Analyte,,2.81,2169.901,17573.475,382.646,0.123,0.1061,,bb,40419,41519
Levofloxacin,46,ASM_solventC_1100,Analyte,,2.79,5212.5,16893.145,809.473,0.309,0.2635,,bb,40419,41519
Levofloxacin,47,ASM_solventC_3300,Analyte,,2.79,14910.047,17071.42,291.997,0.873,0.7465,,bb,40419,41519
Levofloxacin,48,ASM_solventC_10000,Analyte,,2.81,41364.41,17235.477,1736.254,2.4,2.0719,,bb,40419,41519
Levofloxacin,49,WaterBlank7,Blank,,2.85,9.26,4.791,4.489,1.933,1.6631,,bb,40419,41519
Levofloxacin,50,AcnBlank8,Blank,,2.73,0.204,0.277,0.404,0.736,0.629,,bb,40419,41519
Levofloxacin,51,WaterBlank9,Blank,,2.81,2.912,1.329,10.057,2.191,1.8888,,bb,40419,41519
Levofloxacin,52,WaterBlank,Blank,,2.79,1.259,0.159,3.552,7.918,7.1369,,bb,40419,41519
Levofloxacin,53,Minus80aliquot,Blank,,2.83,301233.375,,6143.188,,,,bb,40419,41519
Levofloxacin,54,WaterBlank7,Blank,,2.81,283.563,2.185,27.617,129.777,0,,bbI,40419,41519
Levofloxacin,55,AcnBlank8,Blank,,2.85,51.414,1.398,10.749,36.777,0,,bbI,40419,41519
Levofloxacin,56,WaterBlank9,Blank,,2.81,1.398,1.011,1.451,1.383,1.1855,,bb,40419,41519
Levofloxacin,57,WaterBlank,Blank,,2.83,17.407,0.962,5.897,18.095,18.0339,,bb,40419,41519
Levofloxacin,58,Postspike_1100,Analyte,,2.91,11072.513,8615.146,2997.543,1.285,1.1011,,bb,40419,41519
Levofloxacin,59,WaterBlank7,Blank,,2.89,28.999,7.227,58.488,4.013,3.5055,,bb,40419,41519
Levofloxacin,60,AcnBlank8,Blank,,2.89,12.574,5.608,22.648,2.242,1.9335,,bb,40419,41519
Levofloxacin,61,WaterBlank9,Blank,,2.93,0.09,0.383,0.956,0.235,0.2009,,bb,40419,41519
Levofloxacin,62,WaterBlank,Blank,,,,1.898,,,,,,40419,41519
Levofloxacin,63,DTTblank,Analyte,,2.88,2.628,38105.914,7.508,0,0.0013,,bb,40419,41519
Levofloxacin,64,Blankspike_1100,Analyte,,2.87,34749.746,45831.402,2623.884,0.758,0.6477,,bb,40419,41519
Levofloxacin,65,WaterBlank7,Blank,,2.87,48.703,39.423,21.25,1.235,1.0581,,bb,40419,41519
Levofloxacin,66,AcnBlank8,Blank,,2.83,8.286,7.497,8.705,1.105,0.9459,,bb,40419,41519
Levofloxacin,67,WaterBlank9,Blank,,2.87,2.98,6.091,10.609,0.489,0.4176,,bb,40419,41519
Levofloxacin,68,Phase1_12292,Analyte,,2.85,1.847,18590.771,4.008,0,0.0013,,bb,40419,41519
Levofloxacin,69,Phase1_12293,Analyte,,2.89,0.068,14548.824,0.427,0,0.0013,,bb,40419,41519
Levofloxacin,70,WAterbalnk10,Blank,,2.87,0.583,23.207,2.382,0.025,0.0226,,bb,40419,41519
Levofloxacin,71,AcnBlank,Blank,,,,13.519,,,,,,40419,41519
Levofloxacin,72,WaterBlank,Blank,,2.97,3.508,37.491,7.438,0.094,0.0807,,bb,40419,41519
Levofloxacin,73,WaterBlank,Blank,,,,,,,,,,40419,41519
Levofloxacin,74,Phase1_12296,Analyte,,,,9605.603,,,,,,40419,41519
Levofloxacin,75,WAterbalnk10,Blank,,,,6.436,,,,,,40419,41519
Levofloxacin,76,Phase1_12294,Analyte,,2.73,0.512,13733.251,1.739,0,0.0013,,bb,40419,41519
Levofloxacin,77,WAterbalnk10,Blank,,2.83,1.916,52.23,9.018,0.037,0.0324,,bb,40419,41519
Levofloxacin,78,Phsae1_12295,Analyte,,2.79,0.579,12905.438,1.026,0,0.0013,,bb,40419,41519
Levofloxacin,79,WAterbalnk10,Blank,,2.89,31744.43,38778.738,695.893,0.819,0.6995,,bb,40419,41519
Levofloxacin,80,AcnBlank,Blank,,2.89,24.879,39.72,26.795,0.626,0.5348,,bb,40419,41519
Levofloxacin,81,WaterBlank,Blank,,2.89,13.705,6.825,20.558,2.008,1.7288,,bb,40419,41519
Linezolid,1,WaterBlank1,Blank,,3.38,0.962,,3.551,,,,bb,40419,41519
Linezolid,2,AcnBlank2,Blank,,,,0.173,,,,,,40419,41519
Linezolid,3,WaterBlank3,Blank,,,,,,,,,,40419,41519
Linezolid,4,WaterBlank4,Blank,,3.51,1.058,,3.017,,,,bb,40419,41519
Linezolid,5,Water_ABS_0,Standard,0,3.57,0.308,11712.434,0.659,0,0,,bbI,40419,41519
Linezolid,6,Water_ABS_140,Standard,0.014,3.48,2597.677,24284.594,3628.692,0.107,0.0122,86.9,bb,40419,41519
Linezolid,7,Water_ABS_410,Standard,0.041,3.48,7242.221,25530.473,10902.559,0.284,0.0342,83.5,bb,40419,41519
Linezolid,8,Water_ABS_1230,Standard,0.123,3.48,14385.916,23281.9,1835.539,0.618,0.0759,61.7,bb,40419,41519
Linezolid,9,Water_ABS_3700,Standard,0.37,3.48,45602.852,12236.412,1651.737,3.727,0.464,125.4,bb,40419,41519
Linezolid,10,Water_ABS_1000,Standard,1.1,3.48,100300.5,9189.795,857.803,10.914,1.3613,123.8,bb,40419,41519
Linezolid,11,Water_ABS_3000,Standard,3.3,3.49,231257.5,6024.51,1854.814,38.386,4.7906,145.2,bb,40419,41519
Linezolid,12,Water_ABS_10000,Standard,10,3.49,423749.031,6442.279,4031.853,65.776,8.2098,82.1,bb,40419,41519
Linezolid,13,WaterBlank4,Blank,,3.44,691.411,,22.604,,,,bb,40419,41519
Linezolid,14,AcnBlank5,Blank,,3.44,184.626,6.697,27.457,27.568,3.4402,,bb,40419,41519
Linezolid,15,WaterBlank6,Blank,,3.63,54.71,0.073,12.746,749.452,93.5542,,bb,40419,41519
Linezolid,16,WaterBlank,Blank,,,,0.973,,,,,,40419,41519
Linezolid,17,ASM_solventA_0,Analyte,,3.53,33.71,13410.324,15.489,0.003,0,,bbI,40419,41519
Linezolid,18,ASM_solventA_14,Analyte,,3.49,249.147,14268.813,78.756,0.017,0.001,,bb,40419,41519
Linezolid,19,ASM_solventA_41,Analyte,,3.5,682.707,16586.049,1277.848,0.041,0.0039,,bb,40419,41519
Linezolid,20,ASM_solventA_123,Analyte,,3.51,3820.119,15750.964,944.02,0.243,0.0291,,bb,40419,41519
Linezolid,21,ASM_solventA_370,Analyte,,3.51,12865.85,16556.873,2629.361,0.777,0.0958,,bb,40419,41519
Linezolid,22,ASM_solventA_1100,Analyte,,3.5,18427.889,11560.991,3235.453,1.594,0.1978,,bb,40419,41519
Linezolid,23,ASM_solventA_3300,Analyte,,3.51,45638.52,12992.501,2590.71,3.513,0.4373,,bb,40419,41519
Linezolid,24,ASM_solventA_10000,Analyte,,3.52,132708.953,9380.847,2425.124,14.147,1.7648,,bb,40419,41519
Linezolid,25,WaterBlank7,Blank,,3.49,77.446,,24.216,,,,bb,40419,41519
Linezolid,26,AcnBlank8,Blank,,3.48,8.597,4.538,11.443,1.894,0.2353,,bb,40419,41519
Linezolid,27,WaterBlank9,Blank,,,,,,,,,,40419,41519
Linezolid,28,WaterBlank,Blank,,,,0.442,,,,,,40419,41519
Linezolid,29,ASM_solventB_0,Analyte,,3.54,20.902,6877.111,23.836,0.003,0,,bbI,40419,41519
Linezolid,30,ASM_solventB_14,Analyte,,3.52,235.688,12026.798,285.649,0.02,0.0013,,bb,40419,41519
Linezolid,31,ASM_solventB_41,Analyte,,3.53,1047.141,10834.012,327.988,0.097,0.0109,,bb,40419,41519
Linezolid,32,ASM_solventB_123,Analyte,,3.52,3479.665,11507.245,2301.186,0.302,0.0366,,bb,40419,41519
Linezolid,33,ASM_solventB_370,Analyte,,3.52,10184.191,12230.976,1642.722,0.833,0.1027,,bb,40419,41519
Linezolid,34,ASM_solventB_1100,Analyte,,3.53,23604.174,12412.026,2693.983,1.902,0.2362,,bb,40419,41519
Linezolid,35,ASM_solventB_3300,Analyte,,3.53,56485.121,12128.363,57092.805,4.657,0.5802,,bb,40419,41519
Linezolid,36,ASM_solventB_10000,Analyte,,3.53,132646.922,8741.783,4389.662,15.174,1.893,,bb,40419,41519
Linezolid,37,WaterBlank7,Blank,,3.5,90.305,4.777,8.302,18.904,2.3586,,bb,40419,41519
Linezolid,38,AcnBlank8,Blank,,3.47,34.599,3.409,8.574,10.149,1.2658,,bb,40419,41519
Linezolid,39,WaterBlank9,Blank,,3.57,2.831,,2.408,,,,bb,40419,41519
Linezolid,40,WaterBlank,Blank,,3.5,4.024,,1.14,,,,bb,40419,41519
Linezolid,41,ASM_solventC_0,Analyte,,3.49,31.332,11941.272,15.753,0.003,0,,bbI,40419,41519
Linezolid,42,ASM_solventC_14,Analyte,,3.52,214.783,11962.996,299.405,0.018,0.001,,bb,40419,41519
Linezolid,43,ASM_solventC_41,Analyte,,3.51,652.147,9306.352,369.82,0.07,0.0076,,bb,40419,41519
Linezolid,44,ASM_solventC_123,Analyte,,3.52,3215.216,12885.525,3713.231,0.25,0.03,,bb,40419,41519
Linezolid,45,ASM_solventC_370,Analyte,,3.52,10242.601,11104.47,1261.513,0.922,0.114,,bb,40419,41519
Linezolid,46,ASM_solventC_1100,Analyte,,3.5,21317.594,13856.931,2964.567,1.538,0.1908,,bb,40419,41519
Linezolid,47,ASM_solventC_3300,Analyte,,3.51,49280.172,11512.688,9802.945,4.281,0.5332,,bb,40419,41519
Linezolid,48,ASM_solventC_10000,Analyte,,3.5,130432.938,7895.448,68918.454,16.52,2.061,,bb,40419,41519
Linezolid,49,WaterBlank7,Blank,,3.49,65.901,,11.294,,,,bb,40419,41519
Linezolid,50,AcnBlank8,Blank,,3.48,27.522,0.978,1.151,28.141,3.5117,,bb,40419,41519
Linezolid,51,WaterBlank9,Blank,,3.59,5.696,0.151,1.206,37.722,4.7077,,bb,40419,41519
Linezolid,52,WaterBlank,Blank,,,,,,,,,,40419,41519
Linezolid,53,Minus80aliquot,Blank,,3.52,311589.875,131.023,3556.149,2378.131,296.865,,bb,40419,41519
Linezolid,54,WaterBlank7,Blank,,3.5,232.84,4.098,22.674,56.818,7.0915,,bb,40419,41519
Linezolid,55,AcnBlank8,Blank,,3.49,53.597,1.019,6.384,52.598,6.5647,,bb,40419,41519
Linezolid,56,WaterBlank9,Blank,,3.63,1.547,,0.969,,,,bb,40419,41519
Linezolid,57,WaterBlank,Blank,,3.55,2.434,,2.118,,,,bb,40419,41519
Linezolid,58,Postspike_1100,Analyte,,3.52,56014.887,8282.917,1156.237,6.763,0.843,,bb,40419,41519
Linezolid,59,WaterBlank7,Blank,,3.48,14.329,0.958,4.711,14.957,1.8659,,bb,40419,41519
Linezolid,60,AcnBlank8,Blank,,3.5,62.471,2.348,19.299,26.606,3.3201,,bb,40419,41519
Linezolid,61,WaterBlank9,Blank,,3.57,9.38,1.29,10.423,7.271,0.9065,,bb,40419,41519
Linezolid,62,WaterBlank,Blank,,3.5,2.397,,1.662,,,,bb,40419,41519
Linezolid,63,DTTblank,Analyte,,,,20910.229,,,,,,40419,41519
Linezolid,64,Blankspike_1100,Analyte,,3.52,68995.438,14398.428,7612.381,4.792,0.597,,bb,40419,41519
Linezolid,65,WaterBlank7,Blank,,3.54,37.66,3.45,18.815,10.916,1.3615,,bb,40419,41519
Linezolid,66,AcnBlank8,Blank,,,,,,,,,,40419,41519
Linezolid,67,WaterBlank9,Blank,,3.59,2.747,0.108,3.692,25.435,3.1739,,bb,40419,41519
Linezolid,68,Phase1_12292,Analyte,,3.36,3.211,5714.019,6.133,0.001,0,,bbI,40419,41519
Linezolid,69,Phase1_12293,Analyte,,3.38,1.686,4512.202,1.386,0,0,,bbI,40419,41519
Linezolid,70,WAterbalnk10,Blank,,,,3.525,,,,,,40419,41519
Linezolid,71,AcnBlank,Blank,,3.52,4.757,,2.74,,,,bb,40419,41519
Linezolid,72,WaterBlank,Blank,,,,1.288,,,,,,40419,41519
Linezolid,73,WaterBlank,Blank,,3.34,11.247,,18.421,,,,bb,40419,41519
Linezolid,74,Phase1_12296,Analyte,,3.59,1.096,5410.668,0.317,0,0,,bbI,40419,41519
Linezolid,75,WAterbalnk10,Blank,,3.4,2.475,0.085,4.54,29.118,3.6336,,bb,40419,41519
Linezolid,76,Phase1_12294,Analyte,,,,3220.664,,,,,,40419,41519
Linezolid,77,WAterbalnk10,Blank,,,,0.065,,,,,,40419,41519
Linezolid,78,Phsae1_12295,Analyte,,3.54,0.169,4228,0.18,0,0,,bbI,40419,41519
Linezolid,79,WAterbalnk10,Blank,,3.54,71725.289,13866.079,7076.314,5.173,0.6445,,bb,40419,41519
Linezolid,80,AcnBlank,Blank,,3.48,17.431,,11.9,,,,bb,40419,41519
Linezolid,81,WaterBlank,Blank,,,,,,,,,,40419,41519
Meropenem,1,WaterBlank1,Blank,,2.14,0.589,,1.778,,,,bb,40419,41519
Meropenem,2,AcnBlank2,Blank,,1.85,0.522,0.173,1.624,3.017,31215.8694,,bb,40419,41519
Meropenem,3,WaterBlank3,Blank,,,,,,,,,,40419,41519
Meropenem,4,WaterBlank4,Blank,,,,,,,,,,40419,41519
Meropenem,5,Water_ABS_0,Standard,0,2.02,0.09,11712.434,0.534,0,0.051,,bb,40419,41519
Meropenem,6,Water_ABS_140,Standard,0.014,2.02,1.537,24284.594,2.344,0,0.6263,4473.6,bb,40419,41519
Meropenem,7,Water_ABS_410,Standard,0.041,2.08,0.448,25530.473,1.546,0,0.1531,373.3,bb,40419,41519
Meropenem,8,Water_ABS_1230,Standard,0.123,,,23281.9,,,,,,40419,41519
Meropenem,9,Water_ABS_3700,Standard,0.37,,,12236.412,,,,,,40419,41519
Meropenem,10,Water_ABS_1000,Standard,1.1,,,9189.795,,,,,,40419,41519
Meropenem,11,Water_ABS_3000,Standard,3.3,,,6024.51,,,,,,40419,41519
Meropenem,12,Water_ABS_10000,Standard,10,,,6442.279,,,,,,40419,41519
Meropenem,13,WaterBlank4,Blank,,2.02,1.223,,2.305,,,,bb,40419,41519
Meropenem,14,AcnBlank5,Blank,,2.14,0.09,6.697,0.316,0.013,139.0032,,bb,40419,41519
Meropenem,15,WaterBlank6,Blank,,2.2,0.212,0.073,0.626,2.904,30044.4336,,bb,40419,41519
Meropenem,16,WaterBlank,Blank,,1.98,1.577,0.973,2.543,1.621,16767.5476,,bb,40419,41519
Meropenem,17,ASM_solventA_0,Analyte,,,,13410.324,,,,,,40419,41519
Meropenem,18,ASM_solventA_14,Analyte,,1.86,0.332,14268.813,1.059,0,0.2122,,bb,40419,41519
Meropenem,19,ASM_solventA_41,Analyte,,2.06,0.583,16586.049,1.746,0,0.3352,,bb,40419,41519
Meropenem,20,ASM_solventA_123,Analyte,,1.82,0.456,15750.964,1.343,0,0.271,,bb,40419,41519
Meropenem,21,ASM_solventA_370,Analyte,,2.06,0.449,16556.873,1.183,0,0.2521,,bb,40419,41519
Meropenem,22,ASM_solventA_1100,Analyte,,1.85,21.22,11560.991,58.137,0.002,18.9605,,bb,40419,41519
Meropenem,23,ASM_solventA_3300,Analyte,,1.86,142.169,12992.501,45.218,0.011,113.176,,bb,40419,41519
Meropenem,24,ASM_solventA_10000,Analyte,,1.85,259.199,9380.847,228.623,0.028,285.8245,,bb,40419,41519
Meropenem,25,WaterBlank7,Blank,,2.14,0.562,,1.64,,,,bb,40419,41519
Meropenem,26,AcnBlank8,Blank,,2.16,0.094,4.538,0.23,0.021,214.2679,,bb,40419,41519
Meropenem,27,WaterBlank9,Blank,,,,,,,,,,40419,41519
Meropenem,28,WaterBlank,Blank,,2.04,0.691,0.442,1.724,1.563,16173.5906,,bb,40419,41519
Meropenem,29,ASM_solventB_0,Analyte,,2.2,1.013,6877.111,1.931,0,1.4954,,bb,40419,41519
Meropenem,30,ASM_solventB_14,Analyte,,,,12026.798,,,,,,40419,41519
Meropenem,31,ASM_solventB_41,Analyte,,,,10834.012,,,,,,40419,41519
Meropenem,32,ASM_solventB_123,Analyte,,1.89,0.515,11507.245,2.16,0,0.4345,,bb,40419,41519
Meropenem,33,ASM_solventB_370,Analyte,,1.87,15.493,12230.976,36.677,0.001,13.0762,,bb,40419,41519
Meropenem,34,ASM_solventB_1100,Analyte,,1.86,51.446,12412.026,29.961,0.004,42.8521,,bb,40419,41519
Meropenem,35,ASM_solventB_3300,Analyte,,1.94,135.415,12128.363,198.275,0.011,115.4806,,bb,40419,41519
Meropenem,36,ASM_solventB_10000,Analyte,,1.94,449.417,8741.783,20.184,0.051,531.8359,,bb,40419,41519
Meropenem,37,WaterBlank7,Blank,,1.83,1.337,4.777,2.925,0.28,2895.4984,,bb,40419,41519
Meropenem,38,AcnBlank8,Blank,,,,3.409,,,,,,40419,41519
Meropenem,39,WaterBlank9,Blank,,,,,,,,,,40419,41519
Meropenem,40,WaterBlank,Blank,,,,,,,,,,40419,41519
Meropenem,41,ASM_solventC_0,Analyte,,1.88,0.55,11941.272,1.13,0,0.448,,bb,40419,41519
Meropenem,42,ASM_solventC_14,Analyte,,,,11962.996,,,,,,40419,41519
Meropenem,43,ASM_solventC_41,Analyte,,1.81,0.536,9306.352,1.916,0,0.5674,,bb,40419,41519
Meropenem,44,ASM_solventC_123,Analyte,,,,12885.525,,,,,,40419,41519
Meropenem,45,ASM_solventC_370,Analyte,,1.83,4.056,11104.47,5.38,0,3.7503,,bb,40419,41519
Meropenem,46,ASM_solventC_1100,Analyte,,1.87,11.311,13856.931,18.356,0.001,8.4163,,bb,40419,41519
Meropenem,47,ASM_solventC_3300,Analyte,,,,11512.688,,,,,,40419,41519
Meropenem,48,ASM_solventC_10000,Analyte,,1.85,121.046,7895.448,30.065,0.015,158.5795,,bb,40419,41519
